filename,PESQ,CSIG,CBAK,COVL,STOI,SSNR
p232_001.wav,3.9421141147613525,5.0,3.67503934052668,4.606312037443133,0.898496964638236,2.814594127710995
p232_002.wav,3.957303762435913,5.0,3.8474953788968103,4.696817260638547,0.9772451220072138,5.419231690010612
p232_003.wav,3.8927206993103027,5.0,3.771517386581823,4.598208964518793,0.9812028328230485,4.712681994349606
p232_005.wav,3.28651762008667,4.575967233703392,3.3679827505220197,3.97647865516982,0.9410955409413061,3.2476720632900875
p232_006.wav,3.6372084617614746,4.921798123154345,3.582279598010287,4.334569068383314,0.9789230575255232,3.5950273349557427
p232_007.wav,3.3156473636627197,4.5791285990445125,3.515940227831519,3.999472907012304,0.9623930498863266,5.079473783685271
p232_009.wav,3.477501153945923,4.730036625693267,3.5233812574428383,4.155173498700136,0.9758240883402002,4.018778430745985
p232_010.wav,2.03995418548584,3.3637878654316387,2.6393279997333803,2.739088612233378,0.9115831190406479,1.3501355136091158
p232_011.wav,3.858769655227661,5.0,3.863208448870446,4.55719331559168,0.976251062140578,6.392454223681415
p232_012.wav,3.6219329833984375,4.881797142214444,3.7450696039910873,4.307433164805675,0.9771508021236074,6.273703587580842
p232_013.wav,3.2283096313476562,4.573243334697306,3.4752685864845203,3.9488013497948,0.973930911609281,5.256956881273865
p232_014.wav,3.1195068359375,4.376977976959512,3.055920611053233,3.7956394328931067,0.9560701142818715,-0.5489706198471206
p232_015.wav,4.044139862060547,5.0,3.952310123756356,4.766511893096451,0.9920492302428788,6.328779335843839
p232_016.wav,4.007613658905029,5.0,4.001659205056816,4.7033180924169855,0.991891929483754,7.403429178588244
p232_017.wav,3.77943754196167,5.0,3.847300158299586,4.489396051764034,0.9921554025888131,6.630162886377245
p232_019.wav,3.6363954544067383,4.916545136499848,3.621491551663176,4.330978502300661,0.9827254511414039,4.248558264005231
p232_020.wav,4.0344319343566895,5.0,3.7030009759474076,4.704838340314862,0.9730359232502637,2.512830307149796
p232_021.wav,3.787971019744873,5.0,3.75028025373272,4.536103822322209,0.9855351016729303,5.1201974977212465
p232_022.wav,3.4487972259521484,4.698508353450747,3.5506255694675137,4.127022332864488,0.9833793384136629,4.579535769812872
p232_023.wav,3.0849595069885254,4.421125819002756,3.2313907123652563,3.801534668654892,0.9702675029902245,2.4378631970914926
p232_024.wav,4.168229579925537,5.0,4.003915483777458,4.883757206604613,0.9938957817954621,6.20864788328425
p232_025.wav,3.615220308303833,4.9344071157306875,3.633556639319859,4.330084856554335,0.9871957362724929,4.560571316462753
p232_027.wav,4.015458583831787,5.0,3.914910696814094,4.670394213307616,0.9899780094488085,6.0097147489175
p232_028.wav,3.1381995677948,4.327825466217903,3.175662108169715,3.781373775733046,0.9020023859149051,1.1767280404191065
p232_029.wav,3.6638498306274414,4.869802723032976,3.612192258823361,4.321176742600492,0.9889473604212496,3.910604961521505
p232_030.wav,3.8600258827209473,5.0,3.796326596385077,4.549642011745854,0.9917165492005375,5.302940990803366
p232_031.wav,2.933758020401001,4.172279770216711,3.1868804311624204,3.6038635355517403,0.8370357544776146,2.7684685519539696
p232_032.wav,2.4187257289886475,3.7654810781003363,2.918430403039732,3.121978467069119,0.9139059050692632,3.269842500562598
p232_033.wav,3.7584056854248047,4.99070547597341,3.560301119736028,4.423359849780397,0.8629213895949153,2.6216152916964806
p232_034.wav,3.3447792530059814,4.714616913402192,3.5152472709314524,4.0808204323018,0.9196317992037845,4.8817218627755254
p232_035.wav,3.4671475887298584,4.687871468736332,3.532238469631572,4.128005808753679,0.9850077450526435,4.2801934836964834
p232_036.wav,2.6905360221862793,3.9283320669397916,3.158690820242553,3.35297627091878,0.9264893144449705,4.46105797717783
p232_037.wav,4.120310306549072,5.0,4.127622105872224,4.82650230104731,0.9968067901657384,8.466445688170861
p232_038.wav,3.623337507247925,4.926349928175757,3.5756872228925145,4.329631460806276,0.9559514053810427,3.604357880295391
p232_039.wav,3.4461722373962402,4.631241347430102,3.4032549175721982,4.089387913427886,0.7747539646460304,2.385311347146043
p232_040.wav,3.8947441577911377,5.0,3.749518534033361,4.562346060981573,0.9949205611788351,4.143234484941629
p232_041.wav,3.311347246170044,4.727577832309251,3.4479849434752925,4.073532155983654,0.9253154453045263,3.929169898087871
p232_042.wav,3.845980405807495,5.0,3.8247665187858506,4.567674741024296,0.9945248762495261,5.797316434714289
p232_043.wav,2.7729713916778564,4.0914557760901085,3.0510138749674427,3.4786410190214196,0.920934712623773,1.9998901800986513
p232_044.wav,2.494452714920044,3.600830390843326,2.854694074902944,3.087998224189734,0.8313008424307435,1.2559715535444587
p232_045.wav,4.334192276000977,5.0,3.9078378785444374,5.0,0.9678115404450598,3.4341981140250306
p232_046.wav,3.3615875244140625,4.549027238423597,3.4001506068466343,4.0072973673025185,0.8276275593403413,2.910436145527525
p232_047.wav,3.3280861377716064,4.5856616158952725,3.362691006816929,4.008855033865409,0.957960140658445,2.559163401549602
p232_048.wav,2.9815871715545654,4.22957988390495,3.161955072902707,3.6551400821361564,0.6448719715009529,2.0710148537982804
p232_049.wav,3.6780574321746826,5.0,3.7642041175085788,4.414077507334487,0.9942539117217398,6.147913892671615
p232_050.wav,2.767733573913574,4.106174005933355,3.1106431441599693,3.4858718258781174,0.9168147783711749,2.873672535068433
p232_051.wav,2.493903160095215,3.6860785390978346,2.8326683407721887,3.1376605700324407,0.9529071038457865,0.5790746152276846
p232_052.wav,1.9596912860870361,3.3270656874734112,2.5766775975751126,2.676818103921475,0.8882362386688338,1.1174904437551705
p232_053.wav,3.9441306591033936,5.0,3.6368702585431847,4.601635779356643,0.9770860681023349,2.3847871523520907
p232_054.wav,3.8133673667907715,5.0,3.819360534837412,4.4817403325526435,0.9868359599025611,6.0571253634050555
p232_055.wav,3.712676763534546,4.807599840109543,3.4134411822685506,4.308898524195104,0.8923503332833443,0.6490018281201658
p232_056.wav,2.3714282512664795,3.5829392421705766,2.7866053919107787,3.0190503960832547,0.8837478760683516,1.017097295121588
p232_057.wav,3.649662733078003,5.0,3.725237476634604,4.392404109484839,0.9818841179578013,5.727857916959992
p232_058.wav,3.96380877494812,5.0,3.909865051036582,4.6698533491129135,0.9796133585812523,6.294004489202317
p232_059.wav,3.281064748764038,4.4286969985392535,3.333382321044092,3.9068926344251684,0.8804935127970788,2.4558791716607136
p232_060.wav,3.9272119998931885,4.9501780318792195,3.6411373622630085,4.494649787728494,0.9279050155757483,2.3501664611388082
p232_061.wav,3.941694498062134,5.0,3.867347847287302,4.635288648381828,0.9939589727932883,5.788191062279302
p232_062.wav,3.353661060333252,4.692595968999792,3.514442283432011,4.078149559936371,0.9872216809806926,4.634082463972732
p232_063.wav,3.4389452934265137,4.573945902199956,3.4953254739386503,4.06273137154418,0.9908097980126048,3.6591980457407605
p232_064.wav,3.229050874710083,4.513708933322876,3.3380078056992915,3.9232055122385825,0.9856491748513051,2.9116680084768087
p232_065.wav,3.7552669048309326,5.0,3.5755309579808743,4.448753224303081,0.9777937905803173,2.6681491408634326
p232_066.wav,3.827981948852539,5.0,3.754601984168813,4.508308770147395,0.9738614556519573,4.9274326824326415
p232_067.wav,3.8342034816741943,5.0,3.7930301247929625,4.513664991161945,0.9770528753585326,5.451688961289235
p232_068.wav,3.7058255672454834,4.754743982748322,3.732464649284485,4.283597643598227,0.9652014069835131,5.5684221827950475
p232_069.wav,3.770836353302002,5.0,3.8511802148466505,4.4694816855299235,0.9865603433121936,6.830596280107188
p232_070.wav,3.183713436126709,4.512827735286541,3.391352759944018,3.8987689995989507,0.9631636991318966,4.151053685237524
p232_071.wav,2.897989511489868,4.278619393365496,3.1730696955515563,3.6359630235259393,0.9493525022422962,2.9418048255431057
p232_072.wav,2.3217780590057373,3.788316757911427,2.9056754768248587,3.0950966026427515,0.8789450337991419,3.331039544553921
p232_073.wav,3.557828426361084,4.862436359011958,3.366170957826559,4.265830267842836,0.994730562392317,0.728151599202811
p232_074.wav,3.838366985321045,4.9110997519968835,3.6617528247594477,4.4305207499197685,0.9662703372393407,3.343612891722216
p232_075.wav,3.207547426223755,4.51098631332761,3.282744597769711,3.9086459193474328,0.9798561668580333,2.301007996487041
p232_076.wav,2.5682926177978516,3.9586741617204693,2.977420971022471,3.3094690351154465,0.8877650325623053,2.373612388412072
p232_077.wav,4.073400020599365,5.0,3.7969729989033336,4.757721004035164,0.9056706645132917,3.713474646254395
p232_078.wav,3.9691970348358154,5.0,3.900616684491007,4.620462564971027,0.9956193305496743,6.029614487301888
p232_079.wav,4.039829730987549,5.0,3.9146768416877813,4.632224812666983,0.9753338372418449,5.83354760470399
p232_080.wav,3.327904224395752,4.475229871888251,3.34411065406487,3.9572371443484577,0.9833427999020801,2.1148673050097537
p232_081.wav,3.783135414123535,5.0,3.704075969032573,4.492258618536941,0.9517899722534281,4.497578556477343
p232_082.wav,2.8818254470825195,4.076246453517811,3.1797258941193993,3.528192183490568,0.8019798751403341,3.122241522348829
p232_083.wav,2.9145257472991943,4.400872264078284,3.2307458669537468,3.7070336594754494,0.9328746579271653,3.6485185245814415
p232_084.wav,2.9698798656463623,4.014489226089509,3.1452961221309548,3.5402159411082446,0.9366366936765924,1.983074074355581
p232_085.wav,3.9942383766174316,5.0,3.783922761786869,4.73704676271727,0.9946106757095329,4.095519170005703
p232_086.wav,3.683682918548584,5.0,3.7114045140235694,4.454934747923324,0.9872711563054526,5.26774500877915
p232_087.wav,3.820680856704712,5.0,3.7744001923638546,4.4948536087087545,0.9727643892133158,5.281630496561823
p232_088.wav,3.7333712577819824,4.929934027918667,3.62617668058592,4.385207877550054,0.9446417111645812,3.648908459592257
p232_089.wav,3.782960891723633,4.983913241398044,3.603749769395188,4.4374665639363995,0.9455741502012136,2.9008484627194546
p232_090.wav,3.6958539485931396,4.9908148172636775,3.6579714315048233,4.398939694380083,0.9868780586753382,4.333193720865034
p232_091.wav,2.9580061435699463,4.109364086572232,3.217818908276796,3.581480871737759,0.9635687426679331,3.2219477833449246
p232_092.wav,2.837982416152954,4.135713461884148,3.136796428073328,3.5324810279704475,0.912793127935375,2.9127418532305556
p232_093.wav,3.669356346130371,4.926395939298261,3.627930951503455,4.352256305959535,0.9662399485473573,4.112484081484696
p232_094.wav,3.5061113834381104,4.715685989336088,3.5890099367752475,4.162770098086624,0.9688921050792879,4.830656897710136
p232_095.wav,2.8208203315734863,3.9348766779532083,3.2476693444715927,3.421324815514862,0.9289380928949033,4.915612996467179
p232_096.wav,2.472407579421997,3.4961788969433796,2.8059979142610834,3.0278202119128976,0.8405299826447835,0.5169788769876974
p232_097.wav,3.7251498699188232,5.0,3.7797702995242584,4.426532318717456,0.9951093981333862,6.096441888552969
p232_098.wav,3.769451856613159,5.0,3.7047274115727253,4.469703894651314,0.9622809095057151,4.565287362395023
